date,WBA
2015-12-24,12.58
2015-12-25,0.0
2015-12-26,16.65
2015-12-27,4.81
2015-12-28,10.73
2015-12-29,10.73
2015-12-30,19.61
2015-12-31,13.32
2016-01-01,9.02
2016-01-02,10.66
2016-01-03,0.0
2016-01-04,18.86
2016-01-05,17.22
2016-01-06,17.22
2016-01-07,33.62
2016-01-08,23.779999999999998
2016-01-09,8.2
2016-01-10,17.22
2016-01-11,20.09
2016-01-12,16.81
2016-01-13,24.189999999999998
2016-01-14,24.189999999999998
2016-01-15,19.27
2016-01-16,15.579999999999998
2016-01-17,13.12
2016-01-18,9.84
2016-01-19,22.959999999999997
2016-01-20,27.47
2016-01-21,24.189999999999998
2016-01-22,22.959999999999997
2016-01-23,20.91
2016-01-24,18.04
2016-01-25,15.989999999999998
2016-01-26,12.709999999999999
2016-01-27,24.599999999999998
2016-01-28,15.989999999999998
2016-01-29,21.73
2016-01-30,41.0
2016-01-31,13.94
2016-02-01,21.66
2016-02-02,23.18
2016-02-03,24.32
2016-02-04,33.82
2016-02-05,19.0
2016-02-06,5.32
2016-02-07,4.18
2016-02-08,20.9
2016-02-09,6.46
2016-02-10,14.44
2016-02-11,35.72
2016-02-12,18.62
2016-02-13,11.02
2016-02-14,8.74
2016-02-15,17.48
2016-02-16,20.14
2016-02-17,19.76
2016-02-18,21.28
2016-02-19,15.96
2016-02-20,12.540000000000001
2016-02-21,5.7
2016-02-22,12.540000000000001
2016-02-23,16.72
2016-02-24,23.18
2016-02-25,10.64
2016-02-26,26.98
2016-02-27,38.0
2016-02-28,20.52
2016-02-29,28.5
2016-03-01,26.860000000000003
2016-03-02,21.42
2016-03-03,8.16
2016-03-04,9.180000000000001
2016-03-05,8.84
2016-03-06,34.0
2016-03-07,18.700000000000003
2016-03-08,21.080000000000002
2016-03-09,11.9
2016-03-10,16.32
2016-03-11,19.720000000000002
2016-03-12,11.9
2016-03-13,13.600000000000001
2016-03-14,14.96
2016-03-15,16.32
2016-03-16,11.56
