date,KO
2015-04-08,80.0
2015-04-09,77.0
2015-04-10,81.0
2015-04-11,90.0
2015-04-12,92.0
2015-04-13,77.0
2015-04-14,72.0
2015-04-15,77.0
2015-04-16,83.0
2015-04-17,83.0
2015-04-18,99.0
2015-04-19,90.0
2015-04-20,74.0
2015-04-21,73.0
2015-04-22,73.0
2015-04-23,79.0
2015-04-24,88.0
2015-04-25,92.0
2015-04-26,98.0
2015-04-27,83.0
2015-04-28,80.0
2015-04-29,73.0
2015-04-30,79.0
2015-05-01,68.64
2015-05-02,81.84
2015-05-03,85.36
2015-05-04,66.88
2015-05-05,60.72
2015-05-06,65.12
2015-05-07,61.6
2015-05-08,65.12
2015-05-09,69.52
2015-05-10,88.0
2015-05-11,60.72
2015-05-12,61.6
2015-05-13,55.44
2015-05-14,58.96
2015-05-15,60.72
2015-05-16,66.88
2015-05-17,67.76
2015-05-18,59.84
2015-05-19,60.72
2015-05-20,53.68
2015-05-21,58.96
2015-05-22,61.6
2015-05-23,70.4
2015-05-24,72.16
2015-05-25,59.84
2015-05-26,51.92
2015-05-27,51.04
2015-05-28,57.2
2015-05-29,55.44
2015-05-30,66.0
2015-05-31,61.6
2015-06-01,58.48
2015-06-02,63.64
2015-06-03,57.62
2015-06-04,63.64
2015-06-05,69.66
2015-06-06,76.53999999999999
2015-06-07,83.42
2015-06-08,60.199999999999996
2015-06-09,60.199999999999996
2015-06-10,69.66
2015-06-11,67.94
2015-06-12,62.78
2015-06-13,78.26
2015-06-14,79.12
2015-06-15,61.92
2015-06-16,61.92
2015-06-17,71.38
2015-06-18,76.53999999999999
2015-06-19,69.66
2015-06-20,85.14
2015-06-21,86.0
2015-06-22,69.66
2015-06-23,76.53999999999999
2015-06-24,62.78
2015-06-25,47.3
2015-06-26,40.42
2015-06-27,36.12
2015-06-28,42.14
2015-06-29,40.42
2015-06-30,39.56
2015-07-01,33.97
2015-07-02,37.41
2015-07-03,31.39
2015-07-04,42.14
2015-07-05,43.0
2015-07-06,35.69
2015-07-07,34.4
2015-07-08,34.4
2015-07-09,36.55
2015-07-10,31.82
2015-07-11,37.41
2015-07-12,42.14
2015-07-13,33.11
2015-07-14,31.82
2015-07-15,30.96
2015-07-16,36.55
2015-07-17,33.97
2015-07-18,37.41
2015-07-19,40.85
2015-07-20,34.83
2015-07-21,31.82
2015-07-22,35.26
2015-07-23,35.69
2015-07-24,36.55
2015-07-25,38.269999999999996
2015-07-26,40.42
2015-07-27,35.26
2015-07-28,37.41
2015-07-29,34.4
2015-07-30,35.26
2015-07-31,34.83
2015-08-01,19.76
2015-08-02,52.0
2015-08-03,30.16
2015-08-04,19.76
2015-08-05,18.72
2015-08-06,18.2
2015-08-07,18.72
2015-08-08,21.32
2015-08-09,20.28
2015-08-10,15.600000000000001
2015-08-11,17.16
2015-08-12,17.68
2015-08-13,18.72
2015-08-14,17.16
2015-08-15,18.2
2015-08-16,17.16
2015-08-17,18.72
2015-08-18,15.08
2015-08-19,15.600000000000001
2015-08-20,16.12
2015-08-21,17.68
2015-08-22,19.240000000000002
2015-08-23,21.32
2015-08-24,22.880000000000003
2015-08-25,18.72
2015-08-26,17.16
2015-08-27,17.68
2015-08-28,16.64
2015-08-29,17.16
2015-08-30,18.72
2015-08-31,16.64
2015-09-01,24.48
2015-09-02,28.32
2015-09-03,26.4
2015-09-04,27.84
2015-09-05,30.24
2015-09-06,28.799999999999997
2015-09-07,32.64
2015-09-08,29.279999999999998
2015-09-09,24.96
2015-09-10,29.759999999999998
2015-09-11,29.279999999999998
2015-09-12,30.72
2015-09-13,48.0
2015-09-14,35.04
2015-09-15,27.84
2015-09-16,27.84
2015-09-17,29.759999999999998
2015-09-18,30.72
2015-09-19,29.279999999999998
2015-09-20,26.4
2015-09-21,25.439999999999998
2015-09-22,27.36
2015-09-23,25.919999999999998
2015-09-24,29.759999999999998
2015-09-25,33.6
2015-09-26,39.839999999999996
2015-09-27,34.56
2015-09-28,27.36
2015-09-29,26.4
2015-09-30,27.36
2015-10-01,35.1
2015-10-02,32.940000000000005
2015-10-03,32.400000000000006
2015-10-04,38.34
2015-10-05,34.02
2015-10-06,32.400000000000006
2015-10-07,31.32
2015-10-08,36.18
2015-10-09,32.400000000000006
2015-10-10,34.02
2015-10-11,34.02
2015-10-12,34.56
2015-10-13,33.480000000000004
2015-10-14,36.72
2015-10-15,38.34
2015-10-16,41.580000000000005
2015-10-17,46.980000000000004
2015-10-18,39.96
2015-10-19,35.64
2015-10-20,41.580000000000005
2015-10-21,41.040000000000006
2015-10-22,44.28
2015-10-23,42.120000000000005
2015-10-24,50.220000000000006
2015-10-25,54.0
2015-10-26,38.34
2015-10-27,39.96
2015-10-28,41.580000000000005
2015-10-29,42.120000000000005
2015-10-30,43.2
2015-10-31,53.46
2015-11-01,26.39
2015-11-02,20.02
2015-11-03,20.93
2015-11-04,20.93
2015-11-05,23.66
2015-11-06,20.93
2015-11-07,23.66
2015-11-08,23.66
2015-11-09,21.84
2015-11-10,22.75
2015-11-11,26.39
2015-11-12,28.21
2015-11-13,28.21
2015-11-14,32.76
2015-11-15,91.0
2015-11-16,45.5
2015-11-17,33.67
2015-11-18,29.12
2015-11-19,30.03
2015-11-20,32.76
2015-11-21,39.13
2015-11-22,39.13
2015-11-23,30.94
2015-11-24,31.85
2015-11-25,29.12
2015-11-26,37.31
2015-11-27,34.58
2015-11-28,35.49
2015-11-29,38.22
2015-11-30,27.3
2015-12-01,44.72
2015-12-02,46.44
2015-12-03,45.58
2015-12-04,42.14
2015-12-05,51.6
2015-12-06,48.16
2015-12-07,45.58
2015-12-08,47.3
2015-12-09,49.019999999999996
2015-12-10,46.44
2015-12-11,46.44
2015-12-12,55.04
2015-12-13,86.0
2015-12-14,49.019999999999996
2015-12-15,49.88
2015-12-16,49.019999999999996
2015-12-17,43.86
2015-12-18,39.56
2015-12-19,48.16
2015-12-20,48.16
2015-12-21,43.86
2015-12-22,44.72
2015-12-23,44.72
2015-12-24,45.58
2015-12-25,49.019999999999996
2015-12-26,43.0
2015-12-27,43.86
2015-12-28,45.58
2015-12-29,45.58
2015-12-30,45.58
2015-12-31,43.0
2016-01-01,49.0
2016-01-02,33.32
2016-01-03,35.769999999999996
2016-01-04,37.24
2016-01-05,35.769999999999996
2016-01-06,36.26
2016-01-07,33.32
2016-01-08,39.2
2016-01-09,39.69
2016-01-10,36.75
2016-01-11,35.769999999999996
2016-01-12,36.26
2016-01-13,35.769999999999996
2016-01-14,34.3
2016-01-15,39.2
2016-01-16,39.2
2016-01-17,39.69
2016-01-18,41.16
2016-01-19,37.73
2016-01-20,35.769999999999996
2016-01-21,35.769999999999996
2016-01-22,35.28
2016-01-23,40.67
2016-01-24,34.3
2016-01-25,33.81
2016-01-26,39.69
2016-01-27,38.22
2016-01-28,35.28
2016-01-29,37.24
2016-01-30,39.2
2016-01-31,40.18
2016-02-01,33.97
2016-02-02,36.98
2016-02-03,38.269999999999996
2016-02-04,38.7
2016-02-05,38.269999999999996
2016-02-06,43.0
2016-02-07,42.14
2016-02-08,31.82
2016-02-09,35.69
2016-02-10,36.12
2016-02-11,33.97
2016-02-12,38.269999999999996
2016-02-13,37.41
2016-02-14,37.41
2016-02-15,36.98
2016-02-16,36.55
2016-02-17,35.69
2016-02-18,39.13
2016-02-19,39.13
2016-02-20,39.99
2016-02-21,40.85
2016-02-22,36.98
2016-02-23,36.55
2016-02-24,34.83
2016-02-25,40.42
2016-02-26,41.71
2016-02-27,35.26
2016-02-28,39.56
2016-02-29,33.97
2016-03-01,32.339999999999996
2016-03-02,30.66
2016-03-03,31.5
2016-03-04,30.24
2016-03-05,32.339999999999996
2016-03-06,33.6
2016-03-07,30.24
2016-03-08,28.56
2016-03-09,30.24
2016-03-10,34.44
2016-03-11,32.339999999999996
