date,CRM
2015-09-14,45.82
2015-09-15,55.67999999999999
2015-09-16,57.99999999999999
2015-09-17,57.99999999999999
2015-09-18,51.04
2015-09-19,16.24
2015-09-20,15.659999999999998
2015-09-21,49.3
2015-09-22,53.36
2015-09-23,56.839999999999996
2015-09-24,56.839999999999996
2015-09-25,46.98
2015-09-26,23.2
2015-09-27,17.98
2015-09-28,47.559999999999995
2015-09-29,50.459999999999994
2015-09-30,52.199999999999996
2015-10-01,48.72
2015-10-02,41.76
2015-10-03,17.98
2015-10-04,15.659999999999998
2015-10-05,45.82
2015-10-06,51.04
2015-10-07,57.99999999999999
2015-10-08,52.199999999999996
2015-10-09,44.08
2015-10-10,19.139999999999997
2015-10-11,12.18
2015-10-12,43.5
2015-10-13,46.4
2015-10-14,52.199999999999996
2015-10-15,49.3
2015-10-16,47.559999999999995
2015-10-17,16.24
2015-10-18,18.56
2015-10-19,50.459999999999994
2015-10-20,49.3
2015-10-21,51.04
2015-10-22,46.98
2015-10-23,43.5
2015-10-24,18.56
2015-10-25,17.98
2015-10-26,45.82
2015-10-27,54.519999999999996
2015-10-28,51.62
2015-10-29,47.559999999999995
2015-10-30,45.239999999999995
2015-10-31,17.98
2015-11-01,18.2
2015-11-02,47.84
2015-11-03,52.0
2015-11-04,48.36
2015-11-05,47.32
2015-11-06,43.68
2015-11-07,17.68
2015-11-08,17.68
2015-11-09,44.2
2015-11-10,47.32
2015-11-11,43.68
2015-11-12,49.92
2015-11-13,43.160000000000004
2015-11-14,15.600000000000001
2015-11-15,14.040000000000001
2015-11-16,46.800000000000004
2015-11-17,44.2
2015-11-18,50.96
2015-11-19,52.0
2015-11-20,42.64
2015-11-21,16.64
2015-11-22,13.52
2015-11-23,42.120000000000005
2015-11-24,46.800000000000004
2015-11-25,31.720000000000002
2015-11-26,12.48
2015-11-27,20.28
2015-11-28,9.36
2015-11-29,14.56
2015-11-30,40.56
2015-12-01,47.43
2015-12-02,51.0
2015-12-03,43.86
2015-12-04,40.8
2015-12-05,19.38
2015-12-06,14.280000000000001
2015-12-07,42.33
2015-12-08,45.9
2015-12-09,45.39
2015-12-10,44.37
2015-12-11,41.31
2015-12-12,15.3
2015-12-13,13.77
2015-12-14,42.33
2015-12-15,47.43
2015-12-16,43.86
2015-12-17,45.9
2015-12-18,39.78
2015-12-19,15.81
2015-12-20,11.22
2015-12-21,42.33
2015-12-22,43.35
2015-12-23,33.15
2015-12-24,19.38
2015-12-25,6.63
2015-12-26,9.18
2015-12-27,7.65
2015-12-28,33.15
2015-12-29,35.7
2015-12-30,35.19
2015-12-31,24.48
2016-01-01,16.12
2016-01-02,19.84
2016-01-03,22.32
2016-01-04,56.42
2016-01-05,60.76
2016-01-06,53.94
2016-01-07,60.14
2016-01-08,55.8
2016-01-09,24.18
2016-01-10,22.32
2016-01-11,55.8
2016-01-12,53.32
2016-01-13,54.56
2016-01-14,59.519999999999996
2016-01-15,51.46
2016-01-16,28.52
2016-01-17,26.04
2016-01-18,43.4
2016-01-19,61.38
2016-01-20,61.38
2016-01-21,57.66
2016-01-22,52.7
2016-01-23,24.18
2016-01-24,25.419999999999998
2016-01-25,56.42
2016-01-26,58.28
2016-01-27,62.0
2016-01-28,62.0
2016-01-29,54.56
2016-01-30,27.28
2016-01-31,22.94
2016-02-01,49.41
2016-02-02,57.339999999999996
2016-02-03,48.19
2016-02-04,52.46
2016-02-05,50.629999999999995
2016-02-06,31.11
2016-02-07,21.349999999999998
2016-02-08,51.24
2016-02-09,57.339999999999996
2016-02-10,59.17
2016-02-11,52.46
2016-02-12,44.53
2016-02-13,27.45
2016-02-14,20.13
2016-02-15,41.48
2016-02-16,45.75
2016-02-17,50.019999999999996
2016-02-18,53.68
2016-02-19,46.97
2016-02-20,25.009999999999998
2016-02-21,21.349999999999998
2016-02-22,52.46
