date,IBM
2015-04-24,63.36
2015-04-25,30.8
2015-04-26,29.04
2015-04-27,65.12
2015-04-28,65.12
2015-04-29,66.0
2015-04-30,67.76
2015-05-01,58.22
2015-05-02,29.82
2015-05-03,27.689999999999998
2015-05-04,67.45
2015-05-05,64.61
2015-05-06,71.0
2015-05-07,65.32
2015-05-08,59.64
2015-05-09,27.689999999999998
2015-05-10,23.43
2015-05-11,66.74
2015-05-12,71.0
2015-05-13,68.86999999999999
2015-05-14,64.61
2015-05-15,66.03
2015-05-16,26.979999999999997
2015-05-17,26.979999999999997
2015-05-18,58.93
2015-05-19,64.61
2015-05-20,63.19
2015-05-21,63.19
2015-05-22,54.669999999999995
2015-05-23,28.4
2015-05-24,21.299999999999997
2015-05-25,29.82
2015-05-26,63.19
2015-05-27,66.74
2015-05-28,64.61
2015-05-29,58.22
2015-05-30,26.979999999999997
2015-05-31,28.4
2015-06-01,71.33999999999999
2015-06-02,72.97999999999999
2015-06-03,72.97999999999999
2015-06-04,75.44
2015-06-05,72.97999999999999
2015-06-06,32.8
2015-06-07,29.52
2015-06-08,70.52
2015-06-09,77.89999999999999
2015-06-10,67.24
2015-06-11,69.7
2015-06-12,72.16
2015-06-13,30.34
2015-06-14,25.419999999999998
2015-06-15,71.33999999999999
2015-06-16,80.36
2015-06-17,76.25999999999999
2015-06-18,77.08
2015-06-19,71.33999999999999
2015-06-20,29.52
2015-06-21,28.7
2015-06-22,72.16
2015-06-23,73.8
2015-06-24,80.36
2015-06-25,82.0
2015-06-26,69.7
2015-06-27,26.24
2015-06-28,31.979999999999997
2015-06-29,73.8
2015-06-30,79.53999999999999
2015-07-01,49.559999999999995
2015-07-02,42.839999999999996
2015-07-03,23.52
2015-07-04,16.8
2015-07-05,14.28
2015-07-06,45.36
2015-07-07,47.879999999999995
2015-07-08,57.12
2015-07-09,55.44
2015-07-10,50.4
2015-07-11,27.72
2015-07-12,21.0
2015-07-13,48.72
2015-07-14,48.72
2015-07-15,55.44
2015-07-16,54.6
2015-07-17,52.08
2015-07-18,23.52
2015-07-19,26.88
2015-07-20,69.72
2015-07-21,84.0
2015-07-22,67.2
2015-07-23,55.44
2015-07-24,52.08
2015-07-25,23.52
2015-07-26,21.84
2015-07-27,57.12
2015-07-28,55.44
2015-07-29,52.08
2015-07-30,53.76
2015-07-31,47.879999999999995
2015-08-01,26.73
2015-08-02,27.540000000000003
2015-08-03,60.75000000000001
2015-08-04,70.47
2015-08-05,68.85000000000001
2015-08-06,69.66000000000001
2015-08-07,65.61
2015-08-08,27.540000000000003
2015-08-09,25.110000000000003
2015-08-10,63.99
2015-08-11,67.23
2015-08-12,68.04
2015-08-13,63.99
2015-08-14,55.080000000000005
2015-08-15,26.73
2015-08-16,20.25
2015-08-17,64.80000000000001
2015-08-18,68.04
2015-08-19,65.61
2015-08-20,60.75000000000001
2015-08-21,55.080000000000005
2015-08-22,26.73
2015-08-23,26.73
2015-08-24,72.9
2015-08-25,81.0
2015-08-26,74.52000000000001
2015-08-27,71.28
2015-08-28,59.13
2015-08-29,23.490000000000002
2015-08-30,23.490000000000002
2015-08-31,59.940000000000005
2015-09-01,69.66000000000001
2015-09-02,69.66000000000001
2015-09-03,64.80000000000001
2015-09-04,61.56
2015-09-05,27.540000000000003
2015-09-06,25.110000000000003
2015-09-07,35.64
2015-09-08,68.85000000000001
2015-09-09,69.66000000000001
2015-09-10,74.52000000000001
2015-09-11,70.47
2015-09-12,30.78
2015-09-13,29.160000000000004
2015-09-14,71.28
2015-09-15,75.33
2015-09-16,81.0
2015-09-17,70.47
2015-09-18,68.04
2015-09-19,28.35
2015-09-20,25.92
2015-09-21,64.80000000000001
2015-09-22,72.9
2015-09-23,66.42
2015-09-24,74.52000000000001
2015-09-25,68.04
2015-09-26,28.35
2015-09-27,29.970000000000002
2015-09-28,68.04
2015-09-29,72.09
2015-09-30,73.71000000000001
2015-10-01,63.51
2015-10-02,53.07
2015-10-03,22.62
2015-10-04,22.62
2015-10-05,61.77
2015-10-06,78.3
2015-10-07,67.86
2015-10-08,66.99
2015-10-09,56.55
2015-10-10,27.84
2015-10-11,29.58
2015-10-12,58.29
2015-10-13,64.38
2015-10-14,60.9
2015-10-15,63.51
2015-10-16,56.55
2015-10-17,28.71
2015-10-18,33.06
2015-10-19,80.04
2015-10-20,84.39
2015-10-21,74.82
2015-10-22,67.86
2015-10-23,63.51
2015-10-24,25.23
2015-10-25,28.71
2015-10-26,59.16
2015-10-27,75.69
2015-10-28,87.0
2015-10-29,69.6
2015-10-30,58.29
2015-10-31,25.23
2015-11-01,29.25
2015-11-02,60.75
2015-11-03,73.5
2015-11-04,70.5
2015-11-05,66.75
2015-11-06,60.0
2015-11-07,24.75
2015-11-08,24.0
2015-11-09,60.0
2015-11-10,71.25
2015-11-11,63.0
2015-11-12,66.0
2015-11-13,63.0
2015-11-14,26.25
2015-11-15,23.25
2015-11-16,66.75
2015-11-17,75.0
2015-11-18,64.5
2015-11-19,63.75
2015-11-20,58.5
2015-11-21,26.25
2015-11-22,22.5
2015-11-23,57.0
2015-11-24,54.75
2015-11-25,44.25
2015-11-26,22.5
2015-11-27,27.0
2015-11-28,22.5
2015-11-29,24.0
2015-11-30,47.25
2015-12-01,53.300000000000004
2015-12-02,52.65
2015-12-03,57.2
2015-12-04,49.4
2015-12-05,21.45
2015-12-06,24.05
2015-12-07,53.95
2015-12-08,65.0
2015-12-09,53.95
2015-12-10,52.65
2015-12-11,45.5
2015-12-12,23.400000000000002
2015-12-13,21.45
2015-12-14,48.75
2015-12-15,54.6
2015-12-16,56.550000000000004
2015-12-17,52.65
2015-12-18,44.2
2015-12-19,22.1
2015-12-20,18.85
2015-12-21,44.85
2015-12-22,48.1
2015-12-23,40.95
2015-12-24,27.95
2015-12-25,17.55
2015-12-26,17.55
2015-12-27,16.900000000000002
2015-12-28,35.75
