date,MCD
2015-07-30,78.0
2015-07-31,90.0
2015-08-01,64.08
2015-08-02,59.04
2015-08-03,72.0
2015-08-04,65.52
2015-08-05,57.6
2015-08-06,54.0
2015-08-07,41.76
2015-08-08,38.88
2015-08-09,40.32
2015-08-10,28.08
2015-08-11,29.52
2015-08-12,25.92
2015-08-13,25.2
2015-08-14,20.88
2015-08-15,16.56
2015-08-16,17.28
2015-08-17,20.16
2015-08-18,14.4
2015-08-19,11.52
2015-08-20,12.96
2015-08-21,15.84
2015-08-22,9.36
2015-08-23,6.48
2015-08-24,15.84
2015-08-25,15.84
2015-08-26,12.24
2015-08-27,14.4
2015-08-28,13.68
2015-08-29,10.8
2015-08-30,10.08
2015-08-31,10.08
2015-09-01,20.75
2015-09-02,25.0
2015-09-03,21.25
2015-09-04,17.5
2015-09-05,16.25
2015-09-06,17.5
2015-09-07,13.75
2015-09-08,15.25
2015-09-09,17.5
2015-09-10,19.75
2015-09-11,21.75
2015-09-12,12.75
2015-09-13,10.0
2015-09-14,16.75
2015-09-15,21.5
2015-09-16,16.0
2015-09-17,14.5
2015-09-18,16.25
2015-09-19,13.0
2015-09-20,9.25
2015-09-21,12.5
2015-09-22,15.5
2015-09-23,19.0
2015-09-24,23.5
2015-09-25,10.75
2015-09-26,13.75
2015-09-27,12.25
2015-09-28,20.25
2015-09-29,18.5
2015-09-30,20.75
2015-10-01,12.48
2015-10-02,6.72
2015-10-03,3.52
2015-10-04,10.56
2015-10-05,11.2
2015-10-06,14.4
2015-10-07,12.8
2015-10-08,10.88
2015-10-09,10.24
2015-10-10,8.0
2015-10-11,12.16
2015-10-12,10.24
2015-10-13,10.24
2015-10-14,11.52
2015-10-15,15.36
2015-10-16,16.32
2015-10-17,13.12
2015-10-18,8.32
2015-10-19,13.76
2015-10-20,14.4
2015-10-21,13.76
2015-10-22,32.0
2015-10-23,19.52
2015-10-24,14.08
2015-10-25,12.16
2015-10-26,14.72
2015-10-27,14.4
2015-10-28,11.52
2015-10-29,13.44
2015-10-30,12.16
2015-10-31,9.6
2015-11-01,12.24
2015-11-02,13.6
2015-11-03,23.8
2015-11-04,19.040000000000003
2015-11-05,25.16
2015-11-06,14.28
2015-11-07,23.8
2015-11-08,16.66
2015-11-09,34.0
2015-11-10,30.6
2015-11-11,22.1
2015-11-12,22.44
2015-11-13,26.180000000000003
2015-11-14,19.380000000000003
2015-11-15,15.98
2015-11-16,19.040000000000003
2015-11-17,18.02
2015-11-18,18.02
2015-11-19,25.16
2015-11-20,24.82
2015-11-21,10.88
2015-11-22,19.040000000000003
2015-11-23,12.58
2015-11-24,20.06
2015-11-25,19.040000000000003
2015-11-26,16.66
2015-11-27,11.22
2015-11-28,15.3
2015-11-29,10.88
2015-11-30,17.34
2015-12-01,19.72
2015-12-02,16.82
2015-12-03,26.97
2015-12-04,19.72
2015-12-05,19.43
2015-12-06,8.7
2015-12-07,15.659999999999998
2015-12-08,23.78
2015-12-09,14.79
2015-12-10,22.33
2015-12-11,23.78
2015-12-12,18.27
2015-12-13,9.57
2015-12-14,16.82
2015-12-15,20.59
2015-12-16,21.46
2015-12-17,26.97
2015-12-18,27.84
2015-12-19,17.689999999999998
2015-12-20,10.44
2015-12-21,14.21
2015-12-22,29.0
2015-12-23,23.2
2015-12-24,17.689999999999998
2015-12-25,13.34
2015-12-26,15.659999999999998
2015-12-27,15.079999999999998
2015-12-28,16.82
2015-12-29,22.33
2015-12-30,19.14
2015-12-31,24.07
2016-01-01,8.32
2016-01-02,9.28
2016-01-03,7.04
2016-01-04,14.08
2016-01-05,16.64
2016-01-06,18.24
2016-01-07,14.72
2016-01-08,17.6
2016-01-09,11.2
2016-01-10,13.12
2016-01-11,13.76
2016-01-12,13.76
2016-01-13,15.68
2016-01-14,10.88
2016-01-15,13.12
2016-01-16,12.16
2016-01-17,9.92
2016-01-18,11.2
2016-01-19,17.28
2016-01-20,20.48
2016-01-21,16.32
2016-01-22,26.88
2016-01-23,10.88
2016-01-24,10.88
2016-01-25,32.0
2016-01-26,28.8
2016-01-27,22.08
2016-01-28,17.28
2016-01-29,21.12
2016-01-30,13.76
2016-01-31,16.96
2016-02-01,19.14
2016-02-02,29.0
2016-02-03,21.46
2016-02-04,20.88
2016-02-05,20.59
2016-02-06,21.46
2016-02-07,13.34
2016-02-08,22.91
2016-02-09,27.26
2016-02-10,25.23
2016-02-11,20.3
2016-02-12,24.65
2016-02-13,11.6
2016-02-14,11.31
2016-02-15,16.82
2016-02-16,22.04
2016-02-17,24.94
2016-02-18,27.26
2016-02-19,22.62
2016-02-20,24.36
2016-02-21,13.919999999999998
2016-02-22,19.14
2016-02-23,24.36
2016-02-24,15.95
2016-02-25,26.97
2016-02-26,28.42
2016-02-27,14.79
2016-02-28,19.72
2016-02-29,23.49
2016-03-01,15.81
2016-03-02,13.02
2016-03-03,13.02
2016-03-04,15.81
2016-03-05,8.99
2016-03-06,9.3
2016-03-07,13.33
2016-03-08,16.43
2016-03-09,17.05
2016-03-10,18.91
2016-03-11,12.09
2016-03-12,15.81
2016-03-13,9.3
2016-03-14,14.88
2016-03-15,14.26
2016-03-16,13.33
2016-03-17,15.19
2016-03-18,15.5
2016-03-19,9.3
2016-03-20,12.09
2016-03-21,13.02
2016-03-22,14.88
2016-03-23,13.95
2016-03-24,13.95
2016-03-25,12.09
2016-03-26,14.88
2016-03-27,11.16
2016-03-28,14.57
2016-03-29,15.81
2016-03-30,18.91
2016-03-31,31.0
2016-04-01,28.38
2016-04-02,29.24
2016-04-03,34.4
2016-04-04,37.41
2016-04-05,30.53
2016-04-06,29.24
2016-04-07,30.96
2016-04-08,34.83
2016-04-09,32.25
2016-04-10,27.52
2016-04-11,32.25
2016-04-12,31.82
2016-04-13,22.36
2016-04-14,34.83
2016-04-15,33.11
2016-04-16,27.52
2016-04-17,25.37
2016-04-18,26.66
2016-04-19,25.8
2016-04-20,29.67
2016-04-21,32.25
2016-04-22,43.0
2016-04-23,29.24
2016-04-24,28.38
2016-04-25,32.68
2016-04-26,24.08
2016-04-27,24.94
2016-04-28,17.63
