date,TSLA
2015-12-11,3.12
2015-12-12,0.76
2015-12-13,0.52
2015-12-14,2.4
2015-12-15,2.56
2015-12-16,3.0
2015-12-17,3.2
2015-12-18,2.32
2015-12-19,0.2
2015-12-20,0.48
2015-12-21,2.52
2015-12-22,4.0
2015-12-23,2.44
2015-12-24,2.24
2015-12-25,0.72
2015-12-26,0.92
2015-12-27,0.64
2015-12-28,2.36
2015-12-29,2.48
2015-12-30,3.12
2015-12-31,2.56
2016-01-01,0.9
2016-01-02,0.9500000000000001
2016-01-03,0.6000000000000001
2016-01-04,5.0
2016-01-05,3.75
2016-01-06,3.6500000000000004
2016-01-07,3.6
2016-01-08,3.3000000000000003
2016-01-09,1.2000000000000002
2016-01-10,0.8
2016-01-11,3.1500000000000004
2016-01-12,3.35
2016-01-13,3.95
2016-01-14,3.5
2016-01-15,3.9000000000000004
2016-01-16,0.9
2016-01-17,0.75
2016-01-18,0.9
2016-01-19,3.4000000000000004
2016-01-20,4.05
2016-01-21,3.35
2016-01-22,2.45
2016-01-23,0.35000000000000003
2016-01-24,0.5
2016-01-25,2.5
2016-01-26,3.85
2016-01-27,3.45
2016-01-28,3.35
2016-01-29,3.5
2016-01-30,1.5
2016-01-31,1.1500000000000001
2016-02-01,2.6
2016-02-02,3.1
2016-02-03,3.6
2016-02-04,3.8000000000000003
2016-02-05,5.300000000000001
2016-02-06,1.3
2016-02-07,0.9
2016-02-08,4.6000000000000005
2016-02-09,5.7
2016-02-10,10.0
2016-02-11,9.5
2016-02-12,4.800000000000001
2016-02-13,1.5
2016-02-14,0.7000000000000001
2016-02-15,1.2000000000000002
2016-02-16,3.6
2016-02-17,3.8000000000000003
